pce_gecerli_ham_kayit,max_PCE,PCE_gt_30,PCE_gt_30_yuzde,PCE_gt_27,gt30_module_TRUE,gt30_certified_TRUE,gt30_cell_area_median_cm2,gt30_farkli_DOI
42317,34.8,8,0.019,12,0,0,0.1,4
