A,B,X,arch,ETL,HTL,Predicted_PCE,egitim_kayit_sayisi
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PTAA,13.38373705231002,6
MA0.9_Cs0.1,Pb,I,nip,PCBM_60,Spiro_MeOTAD,13.377710538336334,68
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.83_Br0.17,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.351544274646516,15
MA0.9_Cs0.1,Pb,I0.6_Br0.4,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.346647801811336,15
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.325357780712269,5986
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PTAA,13.323247201311665,6
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PTAA,13.313320255589163,61
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.309434361362552,15
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.308609109292329,5986
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.297541874102487,5986
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,pin,PCBM_60,PTAA,13.293306505959531,61
FA0.83_Cs0.17,Pb,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,13.2562449219637,5
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.252663330229767,5986
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,nip,PCBM_60,PTAA,13.231092483888276,6
FA0.85_MA0.15,Pb,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,13.230610423424226,5
FA,Pb,I0.83_Br0.17,pin,PCBM_60,PTAA,13.219583362856786,61
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,pin,PCBM_60,PTAA,13.218321479323498,61
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.206050902473145,5986
Cs0.2_FA0.8,Pb,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,13.203855187448983,5
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.19031759706626,15
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,nip,PCBM_60,PTAA,13.172666014729352,6
FA,Pb0.5_Sn0.5,I0.83_Br0.17,pin,SnO2_np,Spiro_MeOTAD,13.168473034683592,10
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PTAA,13.166730748968028,6
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PTAA,13.16385640717162,51
MA,Pb,I,nip,SnO2_np,PEDOT_PSS,13.146165750537676,5
MA,Pb,I0.6_Br0.4,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.141810048798623,15
FA,Pb,I0.83_Br0.17,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.136448510535134,15
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,13.12752419639214,68
MA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,Spiro_MeOTAD,13.119039925231748,916
MA0.9_Cs0.1,Pb,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.092254464223402,5986
FA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,Spiro_MeOTAD,13.086134207224063,916
MA0.9_Cs0.1,Pb,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,13.084548103616534,68
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.053413399402867,15
FA,Pb,I,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.050466041298286,15
MA,Pb,I,nip,PCBM_60,Spiro_MeOTAD,13.042832761426707,68
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,13.038917597456193,263
FA0.8_MA0.1_Cs0.1,Pb,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,13.016672041340774,5
Cs0.2_FA0.8,Pb,I,nip,SnO2_np,PEDOT_PSS,13.013801877807891,5
FA,Pb,I0.6_Br0.4,nip,SnO2_np,PTAA,13.01063383599108,51
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,13.00903893531598,15
FA0.83_Cs0.17,Pb,I,nip,SnO2_np,PEDOT_PSS,12.991449312113204,5
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.982852441381732,5986
FA,Pb,I,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.982634576543347,5986
FA,Pb0.5_Sn0.5,I,nip,SnO2_np,Spiro_MeOTAD,12.978838020746096,916
MA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PTAA,12.966146340225226,51
FA0.85_MA0.15,Pb0.5_Sn0.5,I,nip,PCBM_60,Spiro_MeOTAD,12.963707047367476,68
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,pin,SnO2_np,Spiro_MeOTAD,12.957728567179863,10
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.955036534771953,5986
FA,Pb,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.954412133091555,5986
FA,Pb0.5_Sn0.5,I,pin,SnO2_np,Spiro_MeOTAD,12.946971935516986,10
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,PTAA,12.938877152614207,263
MA,Pb,I0.6_Br0.4,pin,PCBM_60,PTAA,12.93553142464333,61
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,12.931052288861046,68
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,PTAA,12.903885146660627,263
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,PTAA,12.895003225818344,263
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,PTAA,12.873016773247086,263
MA0.9_Cs0.1,Pb,I,nip,SnO2_np,PEDOT_PSS,12.853514389342852,5
FA,Pb,I0.83_Br0.17,nip,PCBM_60,PTAA,12.846630513854263,6
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PTAA,12.836453115397733,61
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PTAA,12.836210388971104,61
FA0.83_Cs0.17,Pb,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,12.834051999035934,5
MA,Pb0.5_Sn0.5,I,pin,PCBM_60,PTAA,12.805726088773582,61
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,12.788341892213714,68
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,12.78652798342777,263
Cs0.2_FA0.8,Pb,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,12.781662264521216,5
MA,Pb,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,12.781167474820906,5
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,pin,PCBM_60,PTAA,12.76764627891297,61
MA0.9_Cs0.1,Pb,I0.6_Br0.4,pin,PCBM_60,PTAA,12.73903167238586,61
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,12.713168656871488,68
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,Spiro_MeOTAD,12.699764598288189,916
FA0.85_MA0.15,Pb0.5_Sn0.5,I,nip,SnO2_np,PEDOT_PSS,12.694909797477136,5
FA,Pb,I,pin,PCBM_60,PTAA,12.68849580136939,61
MA,Pb,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,12.673196529204183,68
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,nip,PCBM_60,PTAA,12.661749813154504,6
FA,Pb0.5_Sn0.5,I0.6_Br0.4,pin,SnO2_np,Spiro_MeOTAD,12.655801741165362,10
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,12.642458141568548,5
MA,Pb0.5_Sn0.5,I0.6_Br0.4,pin,SnO2_np,Spiro_MeOTAD,12.64132547492339,10
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PTAA,12.625273960799872,6
MA0.9_Cs0.1,Pb,I0.6_Br0.4,nip,PCBM_60,PTAA,12.612611152897134,6
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,nip,PCBM_60,Spiro_MeOTAD,12.610066731529752,68
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PTAA,12.608958129749391,6
MA,Pb,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.597905920380803,5986
FA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,Spiro_MeOTAD,12.573462913705836,916
MA0.9_Cs0.1,Pb,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,12.564989911128809,5
FA,Pb,I0.6_Br0.4,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.54883903753414,15
MA,Pb0.5_Sn0.5,I,nip,PCBM_60,PTAA,12.526245262370532,6
FA,Pb,I,nip,PCBM_60,PTAA,12.525293122681678,6
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,12.495564204435183,68
MA,Pb,I0.6_Br0.4,nip,PCBM_60,PTAA,12.485617670392973,6
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,12.482438432709966,68
MA0.9_Cs0.1,Pb,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,12.476891590392665,263
FA,Pb,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,PTAA,12.47297458496195,263
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,nip,PCBM_60,Spiro_MeOTAD,12.46015119597812,68
MA,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PTAA,12.437291892420518,61
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.416171932160488,15
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I,nip,SnO2_np,PEDOT_PSS,12.409936465989306,5
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,12.40726519736774,68
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,12.403761299713189,5
FA,Pb,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.366802660090569,5986
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.352863498591834,15
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.349761443485264,5986
FA,Pb,I,nip,TiO2_c___TiO2_mp,PTAA,12.344025505166156,263
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PTAA,12.325777005945586,61
FA,Pb,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,12.288636458179424,68
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,12.285106436358252,5
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,12.266247861485532,263
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,12.222373934689667,263
MA0.9_Cs0.1,Pb,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,12.207073422073766,68
MA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,Spiro_MeOTAD,12.197118896489618,916
FA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PTAA,12.195622386414446,51
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PTAA,12.187417390421324,6
MA,Pb,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,12.171196159519386,263
FA,Pb,I,nip,PCBM_60,Spiro_MeOTAD,12.124470590254418,68
FA,Pb,I0.6_Br0.4,pin,PCBM_60,PTAA,12.096531531059007,61
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.086531064968366,5986
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,PTAA,12.080328207978956,263
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,12.074907574042625,5
MA,Pb0.5_Sn0.5,I0.83_Br0.17,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.068182617864982,15
MA,Pb0.5_Sn0.5,I,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,12.058055974819318,15
FA0.85_MA0.15,Pb,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,12.026689436936325,1630
MA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PTAA,11.975439042134628,6
FA0.85_MA0.15,Pb,I,pin,PCBM_60,PEDOT_PSS,11.971756035037874,1630
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PTAA,11.96485634072223,51
MA,Pb,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,11.933658858577289,5
FA,Pb0.5_Sn0.5,I,nip,SnO2_np,PTAA,11.931154676688896,51
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,11.892825527755395,5
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,11.863205015632053,5
MA,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.85204356943125,5986
MA,Pb0.5_Sn0.5,I,nip,SnO2_np,PEDOT_PSS,11.842853156627813,5
MA0.9_Cs0.1,Pb,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,11.807198270474604,5
MA,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,PTAA,11.766121708825867,263
FA,Pb,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,11.75610461196239,5
FA,Pb,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,11.737628865005217,68
MA,Pb,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,11.73368233562984,68
FA,Pb,I0.6_Br0.4,nip,PCBM_60,PTAA,11.723578682056484,6
MA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PTAA,11.710248499812648,51
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,nip,PCBM_60,Spiro_MeOTAD,11.675707733521962,68
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,nip,SnO2_np,PEDOT_PSS,11.643719431002909,5
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,nip,SnO2_np,PEDOT_PSS,11.617933187606532,5
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,PTAA,11.60649556646062,263
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,11.600702730620773,5
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,nip,SnO2_np,PEDOT_PSS,11.598597642916848,5
FA0.8_MA0.1_Cs0.1,Pb,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,11.598100084716403,1630
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.571208809372402,15
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,11.571082218497429,5
FA0.8_MA0.1_Cs0.1,Pb,I,pin,PCBM_60,PEDOT_PSS,11.567720576250244,1630
FA0.8_MA0.1_Cs0.1,Pb,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,11.55233758925053,22
FA,Pb,I,nip,SnO2_np,PEDOT_PSS,11.550728320092205,5
FA0.85_MA0.15,Pb,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,11.541299287156711,22
FA0.85_MA0.15,Pb,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,11.538968251665768,1630
FA0.85_MA0.15,Pb,I,nip,PCBM_60,PEDOT_PSS,11.536881261618266,22
MA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.512339393411628,5986
MA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,11.507287155899098,5
FA0.8_MA0.1_Cs0.1,Pb,I,nip,PCBM_60,PEDOT_PSS,11.501643074079617,22
FA,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PTAA,11.48612224914016,61
FA,Pb,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,11.452072384596118,263
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,11.41197757379022,68
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,11.358840984380544,5
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.304876375748933,5986
Cs0.2_FA0.8,Pb,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,11.291689516287514,1630
FA0.83_Cs0.17,Pb,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,11.279318113746683,1630
FA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PTAA,11.26853511808158,51
FA0.83_Cs0.17,Pb,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,11.2675716555759,22
FA,Pb0.5_Sn0.5,I0.83_Br0.17,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.26735098073643,15
Cs0.2_FA0.8,Pb,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,11.26338450063962,22
MA,Pb,I,pin,PCBM_60,PEDOT_PSS,11.23854777553439,1630
MA,Pb0.5_Sn0.5,I0.6_Br0.4,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.22448841661397,15
MA,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PTAA,11.222526061763835,61
MA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,PTAA,11.215815269804809,263
MA,Pb0.5_Sn0.5,I,nip,PCBM_60,Spiro_MeOTAD,11.198947316866615,68
FA,Pb,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,11.191200217599466,5
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PTAA,11.167908949252094,61
FA,Pb0.5_Sn0.5,I,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.151936236511531,15
FA0.8_MA0.1_Cs0.1,Pb,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,11.138876878985576,1630
MA,Pb,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,11.110579572950524,1630
FA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PTAA,11.101230304102105,6
FA0.8_MA0.1_Cs0.1,Pb,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,11.0931143835197,22
FA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.073375507257325,5986
FA,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,11.072165675721058,5986
FA0.85_MA0.15,Pb,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,11.053578101886156,22
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PTAA,11.029549333727836,6
Cs0.2_FA0.8,Pb,I,nip,PCBM_60,PEDOT_PSS,10.98702923456344,22
Cs0.2_FA0.8,Pb,I,pin,PCBM_60,PEDOT_PSS,10.979246750260948,1630
Cs0.2_FA0.8,Pb,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,10.96123041949691,1630
FA0.83_Cs0.17,Pb,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,10.94885901695608,1630
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,10.93737892528092,1630
FA0.83_Cs0.17,Pb,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,10.937112558785296,22
Cs0.2_FA0.8,Pb,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,10.932925403849016,22
FA,Pb0.5_Sn0.5,I,pin,PCBM_60,PTAA,10.925602412664707,61
FA0.83_Cs0.17,Pb,I,nip,PCBM_60,PEDOT_PSS,10.916474089290316,22
FA0.83_Cs0.17,Pb,I,pin,PCBM_60,PEDOT_PSS,10.892133047510711,1630
MA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,10.858743359632149,68
FA0.85_MA0.15,Pb0.5_Sn0.5,I,pin,PCBM_60,PEDOT_PSS,10.853013248394412,1630
FA,Pb0.5_Sn0.5,I0.6_Br0.4,pin,TiO2_c___TiO2_mp,Spiro_MeOTAD,10.809811633528575,15
MA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,10.7922004118056,5
MA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PTAA,10.760673211477949,6
MA0.9_Cs0.1,Pb,I,pin,PCBM_60,PEDOT_PSS,10.754307576867614,1630
FA,Pb0.5_Sn0.5,I,nip,PCBM_60,PTAA,10.750460637941464,6
MA,Pb,I,nip,PCBM_60,PEDOT_PSS,10.739608261216851,22
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,10.733471215876463,5
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,10.691203196356655,22
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,10.676425374495018,22
FA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,Spiro_MeOTAD,10.670080976167306,68
MA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,10.668645192160614,5986
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,10.666924764397574,68
FA0.85_MA0.15,Pb0.5_Sn0.5,I,nip,PCBM_60,PEDOT_PSS,10.642575073968516,22
MA0.9_Cs0.1,Pb,I,nip,PCBM_60,PEDOT_PSS,10.63328894254423,22
FA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,Spiro_MeOTAD,10.615836160049469,5986
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I,nip,PCBM_60,PEDOT_PSS,10.611076406197686,22
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,10.579727865803502,1630
FA,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PTAA,10.577072109382453,61
MA0.9_Cs0.1,Pb,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,10.552904297669432,1630
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,10.55077714119908,263
FA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,SnO2_np,PEDOT_PSS,10.541847505870766,5
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,10.512529092828824,1630
FA,Pb0.5_Sn0.5,I,nip,PCBM_60,Spiro_MeOTAD,10.476482833254249,68
MA,Pb,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,10.460911941935173,22
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I,pin,PCBM_60,PEDOT_PSS,10.452717309374606,1630
MA0.9_Cs0.1,Pb,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,10.431066420765276,22
MA,Pb,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,10.377899664024811,1630
FA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,TiO2_c___TiO2_mp,PTAA,10.369270032161667,263
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,10.362050116418969,22
FA0.85_MA0.15,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,10.3187743150176,22
FA,Pb0.5_Sn0.5,I,nip,SnO2_np,PEDOT_PSS,10.307038939012523,5
FA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,10.249143508786238,68
FA,Pb0.5_Sn0.5,I,nip,TiO2_c___TiO2_mp,PTAA,10.21088867737782,263
FA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PTAA,10.192180164344396,6
FA0.8_MA0.1_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,10.183376012891134,1630
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,10.133434529020104,22
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,10.114852461565013,22
FA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,SnO2_np,PEDOT_PSS,10.10701323730098,5
MA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,10.103199070580082,263
MA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,Spiro_MeOTAD,10.051651038207924,68
MA,Pb0.5_Sn0.5,I,pin,PCBM_60,PEDOT_PSS,9.958588133796448,1630
